0.	0
400000.	74497.32310949135
800000.	36397.01508346481
1.2e6	32807.98000248291
1.6e6	103685.51334469076
2.e6	137707.20262843036
2.4e6	1495.15999340225
2.8e6	56294.397197836886
3.2e6	24551.61165959505
3.6e6	113465.2216542424
4.e6	638668.8414487506
4.4e6	137246.86547396882
4.8e6	544219.6027793969
5.2e6	166906.2715135364
5.6e6	61177.07698285306
6.e6	108785.75870249695
6.4e6	11891.032324657966
6.8e6	357754.6307975748
7.2e6	236351.21634843844
7.6e6	818549.3560152941
8.e6	685570.5756556182
8.4e6	43044.01662978056
8.8e6	33182.31020605396
9.2e6	330673.2544388142
9.6e6	233456.95011526797
1.e7	334120.41085860773
1.04e7	696584.152969406
1.08e7	295328.8621745626
1.12e7	564082.1389675414
1.16e7	565976.8252855306
1.2e7	22201.06722884404
1.24e7	163912.47889808493
1.28e7	339640.6810521824
1.32e7	298894.37980750523
1.36e7	1.6361928052778419e6
1.4e7	191803.1446994943
1.44e7	854082.1387960222
1.48e7	415271.08823542576
1.52e7	320389.764345004
1.56e7	6140.172916038524
1.6e7	240122.64155874588
1.64e7	585564.2041329282
1.68e7	451055.17685647757
1.72e7	118765.10633258967
1.76e7	285827.7209142096
1.8e7	698596.3607389064
1.84e7	106167.60571926572
1.88e7	45033.51486268526
1.92e7	659688.8996363867
1.96e7	666295.0853004446
2.e7	267165.247484059
2.04e7	718581.1531963614
2.08e7	158476.88705506292
2.12e7	820713.7883269861
2.16e7	4661.8131597821575
2.2e7	575862.4782735389
2.24e7	266770.36013463465
2.28e7	313295.9617840555
2.32e7	1.31206093367273e6
2.36e7	335285.9025006505
2.4e7	892079.3402386147
2.44e7	105129.03840806457
2.48e7	174830.89647924667
2.52e7	262539.25906702364
2.56e7	260830.4938420014
2.6e7	989795.4626942757
2.64e7	1.0095364258618907e6
2.68e7	371976.06164334324
2.72e7	687694.7942266148
2.76e7	575987.4390841005
2.8e7	155808.74730843186
2.84e7	972452.1344587767
2.88e7	387453.2829631387
2.92e7	451042.9920879714
2.96e7	136663.59893976885
3.e7	949680.8237375381
3.04e7	221392.4754138482
3.08e7	626105.9963821901
3.12e7	342728.54711308604
3.16e7	124783.30739919316
3.2e7	26515.121621980004
3.24e7	56810.41062365966
3.28e7	10319.419593988558
3.32e7	298967.5720609439
3.36e7	418306.8624353194
3.4e7	332660.2688633286
3.44e7	205367.63714993393
3.48e7	409500.6087162597
3.52e7	156011.3674996435
3.56e7	497266.1849167451
3.6e7	318020.479109497
3.64e7	6323.732275867985
3.68e7	354342.64618290344
3.72e7	302952.3820377295
3.76e7	94167.97892722188
3.8e7	784825.7334425015
3.84e7	56989.959596394256
3.88e7	304952.12670943583
3.92e7	63834.81786207617
3.96e7	6151.0247549241
4.e7	10538.2994377793
4.04e7	461675.45294563664
4.08e7	664443.8193777374
4.12e7	427509.59068798204
4.16e7	180881.57127846483
4.2e7	95386.23840696538
4.24e7	319821.41008937894
4.28e7	1.2901718641033042e6
4.32e7	151844.99186944638
4.36e7	287485.1134134482
4.4e7	25517.553693596878
4.44e7	393562.02374214504
4.48e7	156270.67383700176
4.52e7	573634.3122571623
4.56e7	297616.18874417274
4.6e7	99984.33935513308
4.64e7	720869.9376306236
4.68e7	155028.92522490112
4.72e7	1.089991914961436e6
4.76e7	600966.5264554701
4.8e7	422386.11731275916
4.84e7	23111.1209111066
4.88e7	1.4248813630011547e6
4.92e7	31670.45691961069
4.96e7	342801.3390508366
5.e7	339135.07067432674
5.04e7	40650.6097625905
5.08e7	516785.44731468364
5.12e7	344525.83267047215
5.16e7	653128.5089681783
5.2e7	350927.02121923293
5.24e7	190640.7789558298
5.28e7	988466.5277695572
5.32e7	730676.6835188874
5.36e7	694407.8365793731
5.4e7	301721.95958417206
5.44e7	84870.07523122159
5.48e7	72816.79078178934
5.52e7	184600.39066065828
5.56e7	185471.02703631084
5.6e7	123337.29876171165
5.64e7	31036.693302413256
5.68e7	62716.86224766414
5.72e7	213420.474233055
5.76e7	163032.76924663375
5.8e7	23592.77025718318
5.84e7	569687.4140496774
5.88e7	198584.86515250828
